name,link_id,from_node_id,to_node_id,link_type_name,direction,length_in_mile,number_of_lanes,speed_limit_in_mph,saturation_flow_rate_in_vhc_per_hour_per_lane,lane_capacity_in_vhc_per_hour,link_type,jam_density_in_vhc_pmpl,wave_speed_in_mph,effective_green_time_length_in_second,green_start_time_in_second,AADT_conversion_factor,mode_code,grade,geometry,KML_green_height,KML_red_height,KML_blue_height,KML_yellow_leightnumber_of_left_turn_bays,length_of_bays_in_feet,left_turn_capacity_in_veh_per_hour,from_approach,to_approach,reversed_link_id,h0_link_volume,h1_link_volume,h2_link_volume,h3_link_volume,h4_link_volume,h5_link_volume,h6_link_volume,h7_link_volume,h8_link_volume,h9_link_volume,h10_link_volume,h11_link_volume,h12_link_volume,h13_link_volume,h14_link_volume,h15_link_volume,h16_link_volume,h17_link_volume,h18_link_volume,h19_link_volume,h20_link_volume,h21_link_volume,h22_link_volume,h23_link_volume,h0_speed,h1_speed,h2_speed,h3_speed,h4_speed,h5_speed,h6_speed,h7_speed,h8_speed,h9_speed,h10_speed,h11_speed,h12_speed,h13_speed,h14_speed,h15_speed,h16_speed,h17_speed,h18_speed,h19_speed,h20_speed,h21_speed,h22_speed,h23_speed,h0_travel_time,h1_travel_time,h2_travel_time,h3_travel_time,h4_travel_time,h5_travel_time,h6_travel_time,h7_travel_time,h8_travel_time,h9_travel_time,h10_travel_time,h11_travel_time,h12_travel_time,h13_travel_time,h14_travel_time,h15_travel_time,h16_travel_time,h17_travel_time,h18_travel_time,h19_travel_time,h20_travel_time,h21_travel_time,h22_travel_time,h23_travel_time
Redwood R,42,5018,5017,Major arterial,1,0.498,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938918,40.616736,0.0 -111.938814,40.609517,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1599,893,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43.92,42.43,43.77,45,45,45,45,22.5,0,0.69,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.68,0.7,0.68,0.66,0.66,0.66,0.66,1.33,29.88
Redwood R,43,5018,5436,Major arterial,1,0.507,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938792,40.616736,0.0 -111.938679,40.624084,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,54360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,1365,1012,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.69,44.38,44.63,45,45,45,45,22.5,0,0.7,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.69,0.68,0.68,0.68,0.68,0.68,1.35,30.42
Redwood R,59,5112,11160,Major arterial,1,0.213,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938667,40.587765,0.0 -111.938815,40.590847,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,2077,1623,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.06,42.87,44.09,45,45,45,45,22.5,0,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.3,0.29,0.28,0.28,0.28,0.28,0.57,12.78
Redwood R,60,5112,11172,Major arterial,1,0.248,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938793,40.587763,0.0 -111.938882,40.584173,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,1661,1392,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42.53,38.64,41.3,45,45,45,45,22.5,0,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35,0.39,0.36,0.33,0.33,0.33,0.33,0.66,14.88
Redwood R,61,5113,11148,Major arterial,1,0.347,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938707,40.594014,0.0 -111.938730,40.599039,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,2140,1665,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.03,43.78,44.39,45,45,45,45,22.5,0,0.48,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.48,0.47,0.46,0.46,0.46,0.46,0.93,20.82
Redwood R,62,5113,11160,Major arterial,1,0.219,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938833,40.594015,0.0 -111.938941,40.590846,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,1939,1748,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42.16,4.08,12.52,45,45,45,45,22.5,0,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.31,3.22,1.05,0.29,0.29,0.29,0.29,0.58,13.14
Redwood R,5208,5208,5209,Major arterial,1,0.4,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938630,40.562286,0.0 -111.938675,40.568083,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,1173,700,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43.27,39.49,19.52,45,45,45,45,22.5,0,0.55,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.55,0.61,1.23,0.53,0.53,0.53,0.53,1.07,24
Redwood R,73,5208,5238,Major arterial,1,0.641,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938756,40.562285,0.0 -111.938816,40.552997,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,169,130,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,22.5,0,0.88,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.71,38.46
Redwood R,77,5209,5208,Major arterial,1,0.4,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938801,40.568082,0.0 -111.938756,40.562285,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,52080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1191,984,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.25,43.24,44.03,45,45,45,45,22.5,0,0.55,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.54,0.56,0.55,0.53,0.53,0.53,0.53,1.07,24
Redwood R,78,5209,5211,Major arterial,1,0.347,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938675,40.568082,0.0 -111.938624,40.573110,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,52110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,1254,922,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43.28,28.83,16.02,45,45,45,45,22.5,0,0.48,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.48,0.72,1.3,0.46,0.46,0.46,0.46,0.93,20.82
Redwood R,80,5210,5211,Major arterial,1,0.266,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938804,40.576960,0.0 -111.938750,40.573110,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,1585,1309,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.43,43.72,43.47,45,45,45,45,22.5,0,0.37,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.37,0.37,0.35,0.35,0.35,0.35,0.71,15.96
Redwood R,81,5210,11172,Major arterial,1,0.497,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938678,40.576961,0.0 -111.938755,40.584172,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,1434,1368,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,35.04,4.78,12.48,45,45,45,45,22.5,0,0.69,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.85,6.24,2.39,0.66,0.66,0.66,0.66,1.33,29.82
Redwood R,5211,5211,5209,Major arterial,1,0.347,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938750,40.573111,0.0 -111.938801,40.568083,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,1420,1184,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.41,43.29,44.04,45,45,45,45,22.5,0,0.48,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.48,0.47,0.46,0.46,0.46,0.46,0.93,20.82
Redwood R,82,5211,5210,Major arterial,1,0.266,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938624,40.573112,0.0 -111.938678,40.576961,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,1270,1077,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,36.92,13.05,14.19,45,45,45,45,22.5,0,0.37,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.43,1.22,1.12,0.35,0.35,0.35,0.35,0.71,15.96
Redwood R,5238,5238,5208,Major arterial,1,0.641,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938690,40.552996,0.0 -111.938630,40.562285,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,654,356,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43.54,41.83,36.16,45,45,45,45,22.5,0,0.88,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.88,0.92,1.06,0.85,0.85,0.85,0.85,1.71,38.46
Redwood R,5436,5436,5018,Major arterial,1,0.507,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938805,40.624086,0.0 -111.938918,40.616738,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,1086,586,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.57,44.07,44.17,45,45,45,45,22.5,0,0.7,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.69,0.69,0.68,0.68,0.68,0.68,1.35,30.42
Redwood R,102,5436,5578,Major arterial,1,0.437,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938679,40.624085,0.0 -111.938697,40.630427,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,55780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,1096,762,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,22.5,0,0.6,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,1.17,26.22
Redwood R,5578,5578,5436,Major arterial,1,0.437,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938823,40.630426,0.0 -111.938805,40.624084,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,440,228,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.58,43.9,44.27,45,45,45,45,22.5,0,0.6,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.59,0.6,0.59,0.58,0.58,0.58,0.58,1.17,26.22
Redwood R,124,5736,11146,Major arterial,1,0.245,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938632,40.602346,0.0 -111.938795,40.605901,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,2058,1588,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42.98,39.68,42.38,45,45,45,45,22.5,0,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.37,0.35,0.33,0.33,0.33,0.33,0.65,14.7
Redwood R,125,5736,11148,Major arterial,1,0.228,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938758,40.602345,0.0 -111.938856,40.599040,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,2064,1379,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,41.47,25.88,17.96,45,45,45,45,22.5,0,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.33,0.53,0.76,0.3,0.3,0.3,0.3,0.61,13.68
Redwood R,168,11146,5017,Major arterial,1,0.25,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938795,40.605896,0.0 -111.938688,40.609516,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,1979,1528,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43.11,41.35,43.24,45,45,45,45,22.5,0,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35,0.36,0.35,0.33,0.33,0.33,0.33,0.67,15
Redwood R,169,11146,5736,Major arterial,1,0.245,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938921,40.605895,0.0 -111.938758,40.602340,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,2139,1235,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42.16,37.81,20.8,45,45,45,45,22.5,0,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35,0.39,0.71,0.33,0.33,0.33,0.33,0.65,14.7
Redwood R,172,11148,5113,Major arterial,1,0.347,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938856,40.599038,0.0 -111.938833,40.594013,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,1968,1609,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43.21,13.11,15.05,45,45,45,45,22.5,0,0.48,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.48,1.59,1.38,0.46,0.46,0.46,0.46,0.93,20.82
Redwood R,173,11148,5736,Major arterial,1,0.228,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938730,40.599037,0.0 -111.938631,40.602341,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,2066,1586,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42.15,38.88,42.05,45,45,45,45,22.5,0,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.32,0.35,0.33,0.3,0.3,0.3,0.3,0.61,13.68
Redwood R,175,11160,5112,Major arterial,1,0.213,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938941,40.590841,0.0 -111.938793,40.587759,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,1904,1810,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,31.34,3.65,11.31,45,45,45,45,22.5,0,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.41,3.5,1.13,0.28,0.28,0.28,0.28,0.57,12.78
Redwood R,176,11160,5113,Major arterial,1,0.219,3,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938815,40.590842,0.0 -111.938707,40.594011,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,2138,1657,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44.35,43.54,44.5,45,45,45,45,22.5,0,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.58,13.14
Redwood R,180,11172,5112,Major arterial,1,0.248,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938755,40.584169,0.0 -111.938667,40.587760,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,1590,1534,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,32.55,4.6,8.75,45,45,45,45,22.5,0,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.46,3.24,1.7,0.33,0.33,0.33,0.33,0.66,14.88
Redwood R,181,11172,5210,Major arterial,1,0.497,2,45,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938882,40.584170,0.0 -111.938804,40.576960,0.0</coordinates></LineString>",0,0,0,0,0,0,0,S,N,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,1638,1356,0,0,0,0,0,0,43.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43.59,40.98,42.77,45,45,45,45,22.5,0,0.69,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.68,0.73,0.7,0.66,0.66,0.66,0.66,1.33,29.82
Riverside,1358,1358,3000,Major arterial,1,0.331,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.911530,40.583579,0.0 -111.911596,40.583567,0.0 -111.911663,40.583556,0.0 -111.911729,40.583545,0.0 -111.911796,40.583533,0.0 -111.911862,40.583522,0.0 -111.911929,40.583510,0.0 -111.911996,40.583498,0.0 -111.912062,40.583486,0.0 -111.912129,40.583474,0.0 -111.912196,40.583462,0.0 -111.912262,40.583450,0.0 -111.912328,40.583437,0.0 -111.912395,40.583424,0.0 -111.912461,40.583412,0.0 -111.912527,40.583399,0.0 -111.912593,40.583386,0.0 -111.912658,40.583372,0.0 -111.912723,40.583359,0.0 -111.912788,40.583345,0.0 -111.912853,40.583331,0.0 -111.912918,40.583317,0.0 -111.912982,40.583303,0.0 -111.913046,40.583289,0.0 -111.913109,40.583274,0.0 -111.913172,40.583259,0.0 -111.913235,40.583244,0.0 -111.913297,40.583229,0.0 -111.913359,40.583213,0.0 -111.913421,40.583197,0.0 -111.913482,40.583181,0.0 -111.913542,40.583165,0.0 -111.913603,40.583149,0.0 -111.913662,40.583132,0.0 -111.913721,40.583115,0.0 -111.913780,40.583098,0.0 -111.913838,40.583080,0.0 -111.913896,40.583063,0.0 -111.913953,40.583044,0.0 -111.914010,40.583026,0.0 -111.914065,40.583008,0.0 -111.914121,40.582989,0.0 -111.914176,40.582969,0.0 -111.914230,40.582950,0.0 -111.914283,40.582930,0.0 -111.914336,40.582910,0.0 -111.914389,40.582890,0.0 -111.914441,40.582869,0.0 -111.914492,40.582848,0.0 -111.914542,40.582826,0.0 -111.914592,40.582805,0.0 -111.914641,40.582783,0.0 -111.914690,40.582760,0.0 -111.914738,40.582738,0.0 -111.914785,40.582715,0.0 -111.914831,40.582691,0.0 -111.914877,40.582667,0.0 -111.914922,40.582643,0.0 -111.914967,40.582619,0.0 -111.915011,40.582594,0.0 -111.915054,40.582569,0.0 -111.915096,40.582543,0.0 -111.915138,40.582517,0.0 -111.915179,40.582491,0.0 -111.915220,40.582464,0.0 -111.915259,40.582437,0.0 -111.915299,40.582409,0.0 -111.915337,40.582382,0.0 -111.915375,40.582353,0.0 -111.915412,40.582324,0.0 -111.915448,40.582295,0.0 -111.915484,40.582266,0.0 -111.915519,40.582236,0.0 -111.915553,40.582205,0.0 -111.915587,40.582175,0.0 -111.915620,40.582143,0.0 -111.915652,40.582112,0.0 -111.915684,40.582080,0.0 -111.915715,40.582047,0.0 -111.915745,40.582014,0.0 -111.915775,40.581981,0.0 -111.915804,40.581947,0.0 -111.915833,40.581912,0.0 -111.915861,40.581878,0.0 -111.915888,40.581842,0.0 -111.915915,40.581807,0.0 -111.915941,40.581771,0.0 -111.915967,40.581734,0.0 -111.915992,40.581697,0.0 -111.916017,40.581659,0.0 -111.916041,40.581621,0.0 -111.916064,40.581583,0.0 -111.916087,40.581544,0.0 -111.916110,40.581504,0.0 -111.916132,40.581464,0.0 -111.916153,40.581424,0.0 -111.916174,40.581383,0.0 -111.916195,40.581341,0.0 -111.916215,40.581299,0.0 -111.916235,40.581256,0.0</coordinates></LineString>",0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,145,117,1,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.96,34.91,34.91,35,35,35,35,17.5,0,0.59,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,1.13,19.86
Riverside,206,1358,5117,Major arterial,1,0.14,1,35,1800,900,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910285,40.587736,0.0 -111.910298,40.587284,0.0 -111.910309,40.586904,0.0 -111.910318,40.586584,0.0 -111.910327,40.586315,0.0 -111.910335,40.586089,0.0 -111.910342,40.585899,0.0 -111.910349,40.585738,0.0 -111.910355,40.585601,0.0 -111.910361,40.585486,0.0 -111.910367,40.585387,0.0 -111.910373,40.585302,0.0 -111.910378,40.585229,0.0 -111.910384,40.585165,0.0 -111.910390,40.585109,0.0 -111.910396,40.585060,0.0 -111.910402,40.585016,0.0 -111.910408,40.584977,0.0 -111.910414,40.584941,0.0 -111.910420,40.584908,0.0 -111.910427,40.584877,0.0 -111.910433,40.584848,0.0 -111.910440,40.584821,0.0 -111.910447,40.584795,0.0 -111.910455,40.584770,0.0 -111.910462,40.584746,0.0 -111.910470,40.584722,0.0 -111.910478,40.584699,0.0 -111.910486,40.584677,0.0 -111.910495,40.584655,0.0 -111.910503,40.584634,0.0 -111.910512,40.584612,0.0 -111.910521,40.584591,0.0 -111.910530,40.584570,0.0 -111.910540,40.584549,0.0 -111.910550,40.584529,0.0 -111.910560,40.584509,0.0 -111.910570,40.584488,0.0 -111.910580,40.584468,0.0 -111.910591,40.584448,0.0 -111.910601,40.584428,0.0 -111.910612,40.584409,0.0 -111.910624,40.584389,0.0 -111.910635,40.584370,0.0 -111.910647,40.584351,0.0 -111.910658,40.584331,0.0 -111.910671,40.584312,0.0 -111.910683,40.584293,0.0 -111.910695,40.584275,0.0 -111.910708,40.584256,0.0 -111.910721,40.584238,0.0 -111.910734,40.584219,0.0 -111.910747,40.584201,0.0 -111.910761,40.584183,0.0 -111.910774,40.584165,0.0 -111.910788,40.584147,0.0 -111.910802,40.584130,0.0 -111.910816,40.584112,0.0 -111.910831,40.584095,0.0 -111.910845,40.584078,0.0 -111.910860,40.584061,0.0 -111.910875,40.584044,0.0 -111.910890,40.584027,0.0 -111.910905,40.584011,0.0 -111.910921,40.583995,0.0 -111.910937,40.583978,0.0 -111.910953,40.583962,0.0 -111.910969,40.583947,0.0 -111.910985,40.583931,0.0 -111.911001,40.583915,0.0 -111.911018,40.583900,0.0 -111.911034,40.583885,0.0 -111.911051,40.583870,0.0 -111.911068,40.583855,0.0 -111.911086,40.583841,0.0 -111.911103,40.583826,0.0 -111.911120,40.583812,0.0 -111.911138,40.583798,0.0 -111.911156,40.583784,0.0 -111.911174,40.583771,0.0 -111.911192,40.583757,0.0 -111.911210,40.583744,0.0 -111.911229,40.583731,0.0 -111.911247,40.583718,0.0 -111.911266,40.583705,0.0 -111.911285,40.583693,0.0 -111.911304,40.583681,0.0 -111.911323,40.583669,0.0 -111.911342,40.583657,0.0 -111.911362,40.583645,0.0 -111.911381,40.583634,0.0 -111.911401,40.583622,0.0 -111.911421,40.583611,0.0 -111.911441,40.583601,0.0 -111.911461,40.583590,0.0 -111.911481,40.583580,0.0 -111.911501,40.583570,0.0 -111.911521,40.583560,0.0 -111.911542,40.583550,0.0 -111.911562,40.583540,0.0</coordinates></LineString>",0,0,0,0,0,0,0,N,S,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,94,57,0,0,0,0,0,0,33.83,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.78,34.7,34.7,35,35,35,35,17.5,0,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.48,8.4
